year,field,consortium,ncsfixed,p10fixed,citsyearflex,author_first,author_et_al,title,source,volume,issue,pages,doi
2006,VPG,NULL,3.6534877077587187E-2,0,9.0909090909090912E-2,"LAND, JA","den Hartog, JE",Chlamydia antibody testing in subfertile women,DRUGS OF TODAY,42,NULL,35-42,NULL
2006,VPG,NULL,0,0,0,"MORRE, SA","SPAARGAREN, J; OSSEWAARDE, JM; LAND, JA; Bax, CJ; DORR, PJ; OOSTVOGEL, PM; VANROMPAY, D; SAVELKOUL, PHM; PANNEKOEK, Y; Van Bergen, JEAM; Fennema, HSA; de Vries, HJ; CRUSIUS, JBA; PENA, AS; ITO, JI; LYONS, JM",Description of the ICTI consortium: An integrated approach to the study of Chlamydia trachomatis infection,DRUGS OF TODAY,42,NULL,107-114,NULL
2006,OB,NULL,0.29283823659796976,0,0.72727272727272729,"Pelikan, DM","KANHAI, HH; De Groot-Swings, GM; MESKER, WE; TANKE, HJ; SCHERJON, SA",Fetomaternal hemorrhage in relation to chorionic villus sampling revisited,PRENATAL DIAGNOSIS,26,3,201-205,10.1002/pd.1364
2006,ONC,NULL,0.7837212111890477,0,3,"Hougardy, BMT","Maduro, JH; van der Zee, AGJ; de Groot, DJA; van den Heuvel, FAJ; de Vries, EGE; De Jong, S",Proteasome inhibitor MG132 sensitizes HPV-positive human cervical cancer cells to rhTRAIL-induced apoptosis,INTERNATIONAL JOURNAL OF CANCER,118,8,1892-1900,10.1002/ijc.21580
2006,GYN,NULL,0.19566636935353215,0,0.36363636363636365,"Van Dongen, H","Kolkman, W; JANSEN, FW",Hysteroscopic surgery: Perspectives on skills training,JOURNAL OF MINIMALLY INVASIVE GYNECOLOGY,13,2,121-125,10.1016/j.jmig.2005.11.014
2006,GYN,NULL,1.4557802089746503,0,3.6363636363636362,"Volkers, NA","Hehenkamp, WJK; BIRNIE, E; de Vries, C; HOLT, C; ANKUM, WM; REEKERS, JA",Uterine artery embolization in the treatment of symptomatic uterine fibroid tumors (EMMY trial): Periprocedural results and complications,JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,17,3,471-480,10.1097/01.RVI.0000203419.61593.84
2006,GYN,NULL,3.4148194828556475,1,6.8181818181818183,"van Brummen, HJ","BRUINSE, HW; van de Pol, G; HEINTZ, APM; van der Vaart, CH",Defecatory symptoms during and after the first pregnancy: prevalences and associated factors,INTERNATIONAL UROGYNECOLOGY JOURNAL,17,3,224-230,10.1007/s00192-005-1351-0
2006,VPG,NULL,4.0047088389569945,1,13.454545454545455,"MACKLON, NS","STOUFFER, RL; GIUDICE, LC; FAUSER, BCJM",The science behind 25 years of ovarian stimulation for in vitro fertilization,ENDOCRINE REVIEWS,27,2,170-207,10.1210/er.2005-0015
2006,OB,NULL,9.7833184676766077E-2,0,0.18181818181818182,"Pasman, SA","MEERMAN, RH; VANDENBUSSCHE, FPHA; OEPKES, D",Hypoalbuminemia: A cause of fetal hydrops?,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,194,4,972-975,10.1016/j.ajog.2006.02.028
2006,VPG,NULL,4.3911642826315392E-2,0,9.0909090909090912E-2,"van der Steeg, JW","Steures, P; EIJKEMANS, MJC; HABBEMA, JDF; BOSSUYT, PMM; HOMPES, PGA; van der Veen, F; MOL, BWJ",Which factors play a role in clinical decision-making in subfertility?,REPRODUCTIVE BIOMEDICINE ONLINE,12,4,473-480,NULL
2006,VPG,NULL,0.74649792804736159,0,1.5454545454545454,"KOK, JD","LOOMAN, CWN; WEIMA, SM; te Velde, ER",A high number of oocytes obtained after ovarian hyperstimulation for in vitro fertilization or intracytoplasmic sperm injection is not associated with decreased pregnancy outcome,FERTILITY AND STERILITY,85,4,918-924,10.1016/j.fertnstert.2005.09.035
2006,GYN,NULL,0.21955821413157695,0,0.45454545454545453,"Hemelaar, M","KENEMANS, P; de Bie, L; van de Weijer, PHM; Van der Mooren, MJ",Intranasal continuous combined 17 beta-estradiol/norethisterone therapy improves the lipid profile in healthy postmenopausal women,FERTILITY AND STERILITY,85,4,979-988,10.1016/j.fertnstert.2005.09.036
2006,GYN,NULL,1.1631409765462923,0,4.5454545454545459,"Franssen, MTM","KOREVAAR, JC; van der Veen, F; LESCHOT, NJ; Bossuyt, PNM; Goddijn, M",Reproductive outcome after chromosome analysis in couples with two or more miscarriages: case-control study,BMJ-BRITISH MEDICAL JOURNAL,332,7544,759,10.1136/bmj.38735.459144.2F
2006,VPG,NULL,0.65867464239473084,0,1.3636363636363635,"Perquin, DAM","DORR, PJ; de Craen, AJM; HELMERHORST, FM",Routine use of hysterosalpingography prior to laparoscopy in the fertility workup: a multicentre randomized controlled trial,HUMAN REPRODUCTION,21,5,1227-1231,10.1093/humrep/dei478
2006,OB,NULL,4.3911642826315392E-2,0,9.0909090909090912E-2,"HAKVOORT, RA","Lisman, BAM; BOER, K; BLEKER, OP; van Groningen, K; van Wely, M; EXALTO, N",Histological classification of chorionic villous vascularization in early pregnancy,HUMAN REPRODUCTION,21,5,1291-1294,10.1093/humrep/dei456
2006,GYN,NULL,1.6555302665373257,0,3.5454545454545454,"Ter Kuile, MM","Weijenborg, PTM",A cognitive-behavioral group program for women with vulvar vestibulitis syndrome (VVS): Factors associated with treatment success,JOURNAL OF SEX & MARITAL THERAPY,32,3,199-213,10.1080/00926230600575306
2006,OB,NULL,0.39133273870706431,0,0.72727272727272729,"van Dillen, J","MEGUID, T; van Roosmalen, J",Maternal mortality audit in a hospital in Northern Namibia: the impact of HIV/AIDS,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,85,4,499-500,10.1080/00016340600555884
2006,VPG,NULL,0.83432121369999246,0,1.7272727272727273,"Kapiteijn, K","KOOLWIJK, P; van der Weiden, RMF; Amerongen, GV; Plaisier, M; van Hinsbergh, VWM; HELMERHORST, FM",Human embryo-conditioned medium stimulates in vitro endometrial angiogenesis,FERTILITY AND STERILITY,85,NULL,1232-1239,10.1016/j.fertnstert.2005.11.029
2006,ONC,NULL,0.56669030176142499,0,1.6363636363636365,"Claessens, JJM","BEERENDONK, CCM; Schattenberg, AVMB","Quality of life, reproduction and sexuality after stem cell transplantation with partially T-cell-depleted grafts and after conditioning with a regimen including total body irradiation",BONE MARROW TRANSPLANTATION,37,9,831-836,10.1038/sj.bmt.1705350
2006,ONC,NULL,0.50866003965120654,0,1.2727272727272727,"LIU, P","MAO, H; HOU, P",Synergistic antitumor effect of tumor necrosis factor-related apoptosis-inducing ligand combined with cisplatin in ovarian carcinoma cell lines in vitro and in vivo,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,16,2,538-548,NULL
2006,ONC,NULL,0.76299005947680987,0,1.9090909090909092,"van Hamont, D","van Ham, MAPC; Struik-van der Zanden, PHTH; KEIJSER, KGG; Bulten, J; MELCHERS, WJG; MASSUGER, LFAG",Long-term follow-up after large-loop excision of the transformation zone: evaluation of 22 years treatment of high-grade cervical intraepithelial neoplasia,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,16,2,615-619,NULL
2006,ONC,NULL,0.18166429987543092,0,0.45454545454545453,"Dykgraaf, RHM","van Veen, MMS; van Bekkum-de Jonge, EEC; GERRETSEN, J; de Jong, D; BURGER, CW",Pleomorphic adenoma of the vulva: a review illustrated by a clinical case,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,16,2,920-U7,NULL
2006,GYN,NULL,1.2355578093007904,0,2.5454545454545454,"ROUMEN, FJME","ten Berg, MMTO; Hoomans, EHM",The combined contraceptive vaginal ring (NuvaRing (R)): First experience in daily clinical practice in The Netherlands,EUROPEAN JOURNAL OF CONTRACEPTION AND REPRODUCTIVE HEALTH CARE,11,1,14-22,10.1080/13625180500389547
2006,OB,NULL,3.1306619096565145,1,5.8181818181818183,"Bakker, MK","Jentink, J; Vroom, F; van den Berg, PB; de Walle, HEK; de Jong-van den Berg, LTW","Drug prescription patterns before, during and after pregnancy for chronic, occasional and pregnancy-related drugs in the Netherlands",BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,113,5,559-568,10.1111/j.1471-0528.2006.00927.x
2006,ONC,NULL,0.18999302089431461,0,0.72727272727272729,"VISSER, J","Van Baarle, D; Hoogeboom, BN; Reesink, N; KLIP, H; SCHUURING, E; NIJHUIS, E; PAWLITA, M; BUNGENER, L; de Vries-Idema, J; NIJMAN, H; MIEDEMA, F; DAEMEN, T; van der Zee, A",Enhancement of human papilloma virus type 16 E7 specific T cell responses by local invasive procedures in patients with (pre)malignant cervical neoplasia,INTERNATIONAL JOURNAL OF CANCER,118,10,2529-2537,10.1002/ijc.21673
2006,OB,NULL,0.29349955403029826,0,0.54545454545454541,"Koenen, SV","HUISJES, AJM; DINGS, J; van der Graaf, Y; VISSER, GHA; BRUINSE, HW",Is there a diurnal pattern in the clinical symptoms of HELLP syndrome?,JOURNAL OF MATERNAL-FETAL & NEONATAL MEDICINE,19,2,93-99,10.1080/14767050500380976
2006,OB,NULL,1.480513462646891,0,4.2727272727272725,"de Jong, EP","de Haan, TR; KROES, ACM; Beersmab, MFC; OEPKES, D; WALTHER, FJ",Parvovirus B19 infection in pregnancy,JOURNAL OF CLINICAL VIROLOGY,36,1,1-7,10.1016/j.jcv.2006.01.004
2006,OB,NULL,1.4516661860953417,0,2.8181818181818183,"BENDERS, MJNL","BOS, AF; Radernaker, CMA; RIJKEN, M; Torrance, HL; GROENENDAAL, F; Van Bel, F",Early postnatal allopurinol does not improve short term outcome after severe birth asphyxia,ARCHIVES OF DISEASE IN CHILDHOOD-FETAL AND NEONATAL EDITION,91,3,F163-F165,10.1136/adc.2005.086652
2006,OB,NULL,0.70023617516465264,0,1.0909090909090908,"MULLER, MA","BLEKER, OP; BONSEL, GJ; Bilardo, CA",Nuchal translucency screening and anxiety levels in pregnancy and puerperium,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,27,4,357-361,10.1002/uog.2761
2006,OB,NULL,0.87529521895581586,0,1.3636363636363635,"ARABIN, B","ROOS, C; KOLLEN, B; Van Eyck, J",Comparison of transvaginal sonography in recumbent and standing maternal positions to predict spontaneous preterm birth in singleton and twin pregnancies,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,27,4,377-386,10.1002/uog.2694
2006,GYN,NULL,0.72955094322866676,0,1.7272727272727273,"Van Vliet, JA","FAVIER, I; HELMERHORST, FM; HAAN, J; FERRARI, MD","Cluster headache in women: relation with menstruation, use of oral contraceptives, pregnancy, and menopause",JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,77,5,690-692,10.1136/jnnp.2005.081158
2006,OB,NULL,0.51411802662285744,0,1.7272727272727273,"De Rooij, SR","Painter, RC; PHILLIPS, DIW; OSMOND, C; TANCK, MWT; DEFESCHE, JC; BOSSUYT, PMM; MICHELS, RPJ; BLEKER, OP; Roseboom, TJ",The effects of the Pro12Ala polymorphism of the peroxisome proliferator-activated receptor-gamma 2 gene on glucose/insulin metabolism interact with prenatal exposure to famine,DIABETES CARE,29,5,1052-1057,10.2337/dc05-1993
2006,GYN,NULL,0.37930734483990813,0,0.81818181818181823,"Apperloo, M","Midden, M; van der Stege, J; WOUDA, J; HOEK, A; SCHULTZ, WW",Vaginal application of testosterone: A study on pharmacokinetics and the sexual response in healthy volunteers,JOURNAL OF SEXUAL MEDICINE,3,3,541-549,10.1111/1743-6109.2006.00212.x
2006,OB,NULL,1.7120807318434064,0,3.1818181818181817,"LOPRIORE, E","van Wezet-Meijler, G; MIDDELDORP, JM; Sueters, M; VANDENBUSSCHE, FP; WALTHER, FJ","Incidence, origin, and character of cerebral injury in twin-to-twin transfusion syndrome treated with fetoscopic laser surgery",AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,194,5,1215-1220,10.1016/j.ajog.2005.12.003
2006,OB,NULL,0.44024933104544733,0,0.81818181818181823,"Bruschettini, M","van den Hove, DLA; GAZZOLO, D; STEINBUSCH, HWM; BLANCO, CE",Lowering the dose of antenatal steroids: The effects of a single course of betamethasone on somatic growth and brain cell proliferation in the rat,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,194,5,1341-1346,10.1016/j.ajog.2005.11.044
2006,OB,NULL,0.63591570039897949,0,1.1818181818181819,"Bekker, MN","Van Den Akker, NMS; BARTELINGS, MM; Arkesteijn, JB; Fischer, SGL; Polman, JAE; Haak, MC; WEBB, S; POELMANN, RE; Van Vugt, JMG; Groot, ACGD",Nuchal edema and venous-lymphatic phenotype disturbance in human fetuses and mouse embryos with aneuploidy,JOURNAL OF THE SOCIETY FOR GYNECOLOGIC INVESTIGATION,13,3,209-216,10.1016/j.jsgi.2006.02.003
2006,OB,NULL,3.7005796930083741,0.66666666666666663,9.2727272727272734,"Tilburgs, T","ROELEN, DL; van der Mast, BJ; van Schip, JJ; Kleijburg, C; De Groot-Swings, GM; KANHAI, HHH; CLAAS, FHJ; SCHERJON, SA",Differential distribution of CD4(+) CD25(bright) and CD8(+) CD28(-) T-cells in decidua and maternal blood during human pregnancy,PLACENTA,27,NULL,S47-S53,10.1016/j.placenta.2005.11.008
2006,VPG,NULL,0.2281048217890074,0,0.27272727272727271,"Steigenga, MJ","HELMERHORST, FM; de Koning, J; TIJSSEN, AMI; Ruinard, SAT; GALIS, F",Evolutionary conserved structures as indicators of medical risks: increased incidence of cervical ribs after ovarian hyperstimulation in mice,ANIMAL BIOLOGY,56,1,63-68,NULL
2006,OB,NULL,0.33510586838865342,0,0.63636363636363635,"SIVAL, DA","BROUWER, OF; Brupink, JLM; VLES, JSH; Staal-Schreinemachers, AL; Sollie, KM; SAUER, PJJ; BOS, AF",Movement analysis in neonates with spina bifida aperta,EARLY HUMAN DEVELOPMENT,82,4,227-234,10.1016/j.earlhumdev.2005.09.002
2006,GYN,NULL,0.25574413954311032,0,0.63636363636363635,"Brunenberg, DEM","Joore, MA; Veraart, CPWM; Berghmans, BCM; van der Vaart, CH; Severens, JL",Economic evaluation of duloxetine for the treatment of women with stress urinary incontinence: A Markov model comparing pharmacotherapy with pelvic floor muscle training,CLINICAL THERAPEUTICS,28,4,604-618,10.1016/j.clinthera.2006.04.009
2006,OB,NULL,1.0272484391060439,0,1.9090909090909092,"Cnossen, JS","De Ruyter-Hanhijarvi, H; van der Post, JAM; MOL, BWJ; KHAN, KS; ter Riet, G",Accuracy of serum uric acid determination in predicting pre-eclampsia: A systematic review,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,85,5,519-525,10.1080/00016340500342037
2006,OB,NULL,0.53808251572221344,0,1,"Van Os, AFM","van der Linden, PJQ",Reliability of an automatic ultrasound system in the post partum period in measuring urinary retention,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,85,5,604-607,10.1080/00016340600606992
2006,ONC,NULL,1.1263186592276717,0,2.8181818181818183,"ROMANO, A","LINDSEY, PJ; FISCHER, DC; DELVOUX, B; Paulussen, ADC; JANSSEN, RG; KIEBACK, DG",Two functionally relevant polymorphisms in the human progesterone receptor gene (+331 G/A and progins) and the predisposition for breast and/or ovarian cancer,GYNECOLOGIC ONCOLOGY,101,2,287-295,10.1016/j.ygyno.2005.10.040
2006,OB,NULL,0.8280751512879484,0,2.5454545454545454,"Kranendonk, G","HOPSTER, H; FILLERUP, M; EKKEL, ED; MULDER, EJH; Taveme, MAM","Cortisol administration to pregnant sows affects novelty-induced locomotion, aggressive behaviour, and blunts gender differences in their offspring",HORMONES AND BEHAVIOR,49,5,663-672,10.1016/j.yhbeh.2005.12.008
2006,ONC,NULL,1.1484483472634366,0,2.8181818181818183,"VISSER, MRM","van Lanschot, JJB; van der Velden, J; KLOEK, JJ; GOUMA, DJ; SPRANGERS, MAG",Quality of life in newly diagnosed cancer patients waiting for surgery is seriously impaired,JOURNAL OF SURGICAL ONCOLOGY,93,7,571-577,10.1002/jso.20552
2006,ONC,NULL,0.32699573977577562,0,0.81818181818181823,"Bulten, J","Van der Avoort, IAM; MELCHERS, WJG; MASSUGER, LFAG; GREFTE, JMM; HANSELAAR, AGJM; de Wilde, PCM","p14(ARF) and p(INK4A), two products of the same gene, are differently expressed in cervical intraepithelial neoplasia",GYNECOLOGIC ONCOLOGY,101,3,487-494,10.1016/j.ygyno.2005.11.036
2006,GYN,NULL,1.4465516468692758,0,3.4545454545454546,"Elliott-Pascal, A",NULL,'About Indians and Eskimos...',JOURNAL OF PSYCHOSOMATIC OBSTETRICS AND GYNECOLOGY,27,1,1-3,10.1080/01674820500509686
2006,GYN,NULL,0.49487293182369962,0,1.1818181818181819,"Roovers, JP","van der Bom, A; Van Leeuwen, JS; SCHOLTEN, P; HEINTZ, P; van der Vaart, H",Effects of genital prolapse surgery on sexuality,JOURNAL OF PSYCHOSOMATIC OBSTETRICS AND GYNECOLOGY,27,1,43-48,10.1080/01674820500245638
2006,OB,NULL,0.64714152623099186,0,1.5454545454545454,"van der Hulst, LAM","BONSEL, GJ; ESKES, M; BIRNIE, E; Van Teijlingen, E; BLEKER, OP","Bad experience, good birthing: Dutch low-risk pregnant women with a history of sexual abuse",JOURNAL OF PSYCHOSOMATIC OBSTETRICS AND GYNECOLOGY,27,1,59-66,10.1080/01674820500305788
2006,GYN,NULL,1.3435551651098916,0,2.4545454545454546,"BRAUER, M","LAAN, E; Ter Kuile, MM",Sexual arousal in women with superficial dyspareunia,ARCHIVES OF SEXUAL BEHAVIOR,35,2,191-200,10.1007/s10508-005-9001-7
2006,VPG,NULL,0.19566636935353215,0,0.36363636363636365,"HELMERHORST, FM","van Vliet, HAAM; Gornas, T; Finken, MJJ; GRIMES, DA",Intrauterine insemination versus timed intercourse for cervical hostility in subfertile couples,OBSTETRICAL & GYNECOLOGICAL SURVEY,61,6,402-414,NULL
2006,ONC,NULL,0.40760233317019784,0,0.81818181818181823,"Verbruggen, MB","VERHEIJEN, RHM; van de Goot, FRW; van Beurden, M; DORSMAN, JC; Van Diest, PJ",Serous borderline tumor of the ovary presenting with cervical lymph node involvement - A report of 3 cases,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,30,6,739-743,NULL
2006,GYN,NULL,0.9357572815251558,0,3,"Tanis, B","ALGRA, A; van der Graaf, Y; HELMERHORST, F; ROSENDAAL, F",Procoagulant factors and the risk of myocardial infarction in young women,EUROPEAN JOURNAL OF HAEMATOLOGY,77,1,67-73,10.1111/j.1600-0609.2006.00656.x
2006,GYN,NULL,4.5492430874696224,1,8.454545454545455,"DAVIS, SR","Van der Mooren, MJ; van Lunsen, RHW; LOPES, P; RIBOT, J; REES, M; MOUFAREGE, A; Rodenberg, C; BUCH, A; PURDIE, DW","Efficacy and safety of a testosterone patch for the treatment of hypoactive sexual desire disorder in surgically menopausal women: a randomized, placebo-controlled trial",MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,13,3,387-396,10.1097/01.gme.0000179049.08371.c7
2006,ONC,NULL,1.1989843791778441,0,3,"Oonk, MHM","HOLLEMA, H; de Hullu, JA; van der Zee, AGJ",Prediction of lymph node metastases in vulvar cancer: a review,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,16,3,963-971,NULL
2006,ONC,NULL,0.32699573977577562,0,0.81818181818181823,"Siebers, AG","VERBEEK, ALM; MASSUGER, LF; GREFTE, JMM; Bulten, J",Normal appearing endometrial cells in cervical smears of asymptomatic postmenopausal women have predictive value for significant endometrial pathology,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,16,3,1069-1074,NULL
2006,ONC,NULL,0.43599431970103419,0,1.0909090909090908,"Pieterse, QD","TRIMBOS, JBMZ; DIJKMAN, A; CREUTZBERG, CL; GAARENSTROOM, KN; PETERS, AAW; KENTER, GG","Postoperative radiation therapy improves prognosis in patients with adverse risk factors in localized, early-stage cervical cancer: a retrospective comparative study",INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,16,3,1112-1118,NULL
2006,ONC,NULL,2.8339630780567222,0.5,7.0909090909090908,"Pieterse, QD","Maas, CP; Ter Kuile, MM; Lowik, M; Van Eijkeren, MA; TRIMBOS, JBMZ; KENTER, GG","An observational longitudinal study to evaluate miction, defecation, and sexual function after radical hysterectomy with pelvic lymphadenectomy for early-stage cervical cancer",INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,16,3,1119-1129,NULL
2006,ONC,NULL,1.3806486790532748,0,3.4545454545454546,"SCHOLTEN, AN","Aliredjo, R; CREUTZBERG, CL; SMIT, VTHBM","Combined E-cadherin, alpha-catenin, and beta-catenin expression is a favorable prognostic factor in endometrial carcinoma",INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER,16,3,1379-1385,NULL
2006,OB,NULL,0.4499356241345478,0,0.63636363636363635,"Van Heesch, PNACM","de Weerd, S; Kotey, S; STEEGERS, EAP",Dutch community midwives' views on preconception care,MIDWIFERY,22,2,120-124,10.1016/j.midw.2005.06.003
2006,OB,NULL,1.0081555151696806,0,2.9090909090909092,"Meijboom, LJ","Drenthen, W; PIEPER, PG; GROENINK, M; van der Post, JAM; TIMMERMANS, J; VOORS, AA; Roos-Hesselink, JW; van Veldhuisen, DJ; MULDER, BJM",Obstetric complications in Marfan syndrome,INTERNATIONAL JOURNAL OF CARDIOLOGY,110,1,53-59,10.1016/j.ijcard.2005.07.017
2006,VPG,NULL,0.65740722596788759,0,2.8181818181818183,"NOORDAM, MJ","Repping, S",The human Y chromosome: a masculine chromosome,CURRENT OPINION IN GENETICS & DEVELOPMENT,16,3,225-232,10.1016/j.gde.2006.04.018
2006,OB,NULL,4.0600771640857918,1,7.5454545454545459,"HABIBA, M","KAMINSKI, M; Da Fre, M; MARSAL, K; BLEKER, O; LIbrero, J; GRANDJEAN, H; Gratia, P; GUASCHINO, S; HEYL, W; TAYLOR, D; CUTTINI, M",Caesarean section on request: a comparison of obstetricians' attitudes in eight European countries,BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,113,6,647-656,10.1111/j.1471-0528.2006.00933.x
2006,ONC,NULL,0.34241614636868128,0,0.63636363636363635,"van der Smagt, JJ","SCHEENJES, E; KREMER, JAM; HENNEKAM, FAM; FISHER, RA",Heterogeneity in the origin of recurrent complete hydatidiform moles: not all women with multiple molar pregnancies have biparental moles,BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,113,6,725-728,10.1111/j.1471-0528.2006.00929.x
2006,GYN,NULL,0.34241614636868128,0,0.63636363636363635,"Arntzen, BWGZ","de Boer, CN",Priapism of the clitoris,BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,113,6,742-743,10.1111/j.1471-0528.2006.00935.x
2006,GYN,NULL,4.4996463654604231,1,9.6363636363636367,"Ter Kuile, MM","BRAUER, M; LAAN, E",The Female Sexual Function Index (FSFI) and the Female Sexual Distress Scale (FSDS): Psychometric properties within a Dutch population,JOURNAL OF SEX & MARITAL THERAPY,32,4,289-304,10.1080/00926230600666261
2006,ONC,NULL,0.55570081319198539,0,1.3636363636363635,"Zuurendonk, LD","SMIT, RA; MOL, BWJ; FEIJEN, HWH; de Graaff, J; SYKORA, D; De Winter, KAJ; von der Wurff, A; SNIJDERS, MPML; KRUITWAGEN, RFPM",Routine pelvic lymphadenectomy in apparently early stage endometrial cancer,EJSO,32,4,450-454,10.1016/j.ejso.2006.02.008
2006,OB,NULL,9.7833184676766077E-2,0,0.18181818181818182,"Nieboer, B","Aboosy, N; VERSCHOOR, L; HUISMAN, A",Pneumomediastinum as a cause of acute chest pain postpartum,JOURNAL OF MATERNAL-FETAL & NEONATAL MEDICINE,19,4,243-245,10.1080/14767050600590714
2006,VPG,NULL,0.87823285652630778,0,1.8181818181818181,"KWEE, J","SCHATS, R; MCDONNELL, J; SCHOEMAKER, J; LAMBALK, CB",The clomiphene citrate challenge test versus the exogenous follicle-stimulating hormone ovarian reserve test as a single test for identification of low responders and hyperresponders to in vitro fertilization,FERTILITY AND STERILITY,85,6,1714-1722,10.1016/j.fertnstert.2005.11.053
2006,OB,NULL,1.2734376419631461,0,2.6363636363636362,"OEI, SG",NULL,Calcium channel blockers for tocolysis: A review of their role and safety following reports of serious adverse events,EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGY,126,2,137-145,10.1016/j.ejogrb.2006.03.001
2006,OB,NULL,0.3932618312173401,0,1.0909090909090908,"Lok, CAR","Boing, AN; REITSMA, PH; van der Post, JAM; Van Bavel, E; BOER, K; STURK, A; NIEUWLAND, R",Expression of inflammation-related genes in endothelial cells is not directly affected by microparticles from preeclamptic patients,JOURNAL OF LABORATORY AND CLINICAL MEDICINE,147,6,310-320,10.1016/j.lab.2006.02.004
2006,VPG,NULL,1.3173492847894617,0,2.7272727272727271,"Huirne, JA","HUGHES, JN; PICARD, C; FISCHL, F; SAGE, JC; POULY, JL; OBRUCA, A; Braat, DM; van Loenen, ACD; LAMBALK, CB","Cetrorelix in an oral contraceptive-pretreated stimulation cycle compared with buserelin in IVF/ICSI patients treated with r-hFSH: a randomized, multicentre, phase IIIb study",HUMAN REPRODUCTION,21,6,1408-1415,10.1093/humrep/de1030
2006,VPG,NULL,2.107758855663139,0.5,4.3636363636363633,"Beemsterboer, SN","HOMBURG, R; Corter, NA; SCHATS, R; HOMPES, PGA; LAMBALK, CB",The paradox of declining fertility but increasing twinning rates with advancing maternal age,HUMAN REPRODUCTION,21,6,1531-1532,10.1093/humrep/del009
2006,GYN,NULL,0.26346985695789238,0,0.54545454545454541,"Hemelaar, M","KENEMANS, P; SCHALKWIJK, CG; BRAAT, DDM; Van der Mooren, MJ",No increase in C-reactive protein levels during intranasal compared to oral hormone therapy in healthy post-menopausal women,HUMAN REPRODUCTION,21,6,1635-1642,10.1093/humrep/de1034
2006,OB,NULL,0.76870037106967071,0,1.9090909090909092,"Hack, KEA","DERKS, JB; de Visser, VL; ELIAS, SG; VISSER, GHA",The natural course of monochorionic and dichorionic twin pregnancies: A historical cohort,TWIN RESEARCH AND HUMAN GENETICS,9,3,450-455,NULL
2006,ONC,NULL,1.194315569938734,0,3,"GOVORUKHINA, NI","Reijmers, TH; Nyangoma, SO; van der Zee, AGJ; JANSEN, RC; BISCHOFF, R",Analysis of human serum by liquid chromatography-mass spectrometry: Improved sample preparation and data analysis,JOURNAL OF CHROMATOGRAPHY A,1120,1-2,142-150,10.1016/j.chroma.2006.02.088
2006,OB,NULL,3.5011808758232634,1,5.4545454545454541,"De Vries, JIP","Fong, BF",Normal fetal motility: an overview,ULTRASOUND IN OBSTETRICS & GYNECOLOGY,27,6,701-711,10.1002/uog.2740
2006,VPG,NULL,0.40412984664876833,0,0.81818181818181823,"van Kammen, J","JANSEN, CW; BONSEL, GJ; KREMER, JAM; EVERS, JLH; WLADIMIROFF, JW",Technology assessment and knowledge brokering: The case of assisted reproduction in The Netherlands,INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,22,3,302-306,NULL
2006,VPG,NULL,2.8380639827729532,1,11.090909090909092,"MOLL, E","BOSSUYT, PMM; KOREVAAR, JC; LAMBALK, CB; van der Veen, F",Effect of clomifene citrate plus metformin and clomifene citrate plus placebo on induction of ovulation in women with newly diagnosed polycystic ovary syndrome: randomised double blind clinical trial,BMJ-BRITISH MEDICAL JOURNAL,332,7556,1485-1488A,10.1136/bmj.38867.631551.55
2006,VPG,NULL,2.371228712621031,0.5,4.9090909090909092,"Ebisch, IMW","PETERS, WHM; THOMAS, CMG; WETZELS, AMM; PEER, PGM; Steegers-Theunissen, RPM","Homocysteine, glutathione and related thiols affect fertility parameters in the (sub)fertile couple",HUMAN REPRODUCTION,21,7,1725-1733,10.1093/humrep/del081
